"RelativePath","Length","LastWriteTime","Sha256"
"firmware_previews\catalog_entry_generated_source_contact_sheet.png","31063","2026-06-21 02:14:17","EFB64DCC220BF3838A2E91250E9F576B9FFD85A26D4063E6ECB53547765F7A50"
"firmware_previews\catalog_items_proof_x2.png","5531528","2026-06-29 10:01:02","95745E8B3E228559CF5FD7D28CF655B3A1ECF980D66C2DFB86B6B8ADE2240330"
"firmware_previews\catalog_souvenirs_proof_x2.png","2458493","2026-06-29 10:01:03","4E1B1DB1D7C7CEBFC6FC8066E97F0453B731106493128FCF376F2B2ED50FCC43"
"firmware_previews\character_roster_proof_x2.png","3610883","2026-06-29 10:01:03","CE6C02BB6456433CD6587B8EBF55A9E7BB7C76F98902F65AFC186A1494890435"
"firmware_previews\compact_activity_menu_x4.png","393570","2026-06-29 10:01:02","506CB6B44B2CA272AB8B02E1605619E033C7D8C4356CC439CABC121531EBDEF2"
"firmware_previews\compact_family_x4.png","393570","2026-06-29 10:01:02","0282928C0274F2DE81D38EE9E1DD0EDDFE770A578CFBD33DDE1C6FD62955529E"
"firmware_previews\compact_food_menu_x4.png","393570","2026-06-29 10:01:02","71CF0AE30D651F09E945DFE3CAABEC3B8F8ABDC8CCAC31B217938CD362DCFD9D"
"firmware_previews\compact_friends_x4.png","393570","2026-06-29 10:01:02","F701F970300D717DEF25860EE8015A82AECAB19A2DF190BBD513CCFCF8FA597A"
"firmware_previews\compact_game_flag_x4.png","393570","2026-06-29 10:01:02","82C50F85F9413412DA3BCF88467B3F82939B3E67471CF828D26650F8B00D353C"
"firmware_previews\compact_game_get_x4.png","393570","2026-06-29 10:01:02","7502469F6DC5DEB85B1FA5D8D155FE44F063B0CBB538FE6C0249AA410CAFEF93"
"firmware_previews\compact_health_x4.png","393570","2026-06-29 10:01:02","BC6E0D64E4DF9660220C18DBABD1A8F30D3824490B2F939B8B774ECD9B573514"
"firmware_previews\compact_home_x4.png","393570","2026-06-29 10:01:02","2E6A7320875C60E56D1B6A23D1FC603CFE7535A6E3C180609E8B1775B3565E49"
"firmware_previews\compact_item_x4.png","393570","2026-06-29 10:01:02","D82EC711A329E1F09AD8C7479CE76BE21A2BF8F07E89DC36794D34EBDB383DC3"
"firmware_previews\compact_lights_x4.png","393570","2026-06-29 10:01:02","4CEB25223A11F2C63A289C5ADB392722B698A0CA9A0178C95EFE703012E46B47"
"firmware_previews\compact_meal_x4.png","393570","2026-06-29 10:01:02","2BDB4760C7B74A21ECFB83F166DCEDD0D30D429B01BFD01AF8034DD3212F8244"
"firmware_previews\compact_medicine_x4.png","393570","2026-06-29 10:01:02","7076894614E446B08B04BEFB169087EF1E52636831DC31868802FB95ECC32333"
"firmware_previews\compact_setup_x4.png","393570","2026-06-29 10:01:02","9B8C49965E168AD63DE485B7DC3E0310DC48D48D77E31CDF388EB4AE34B84AA3"
"firmware_previews\compact_shop_x4.png","393570","2026-06-29 10:01:02","8328EBB69E9C49558DEEA5C19C975AEA3A6C23BC6BDE25AB2B3F313BD151534B"
"firmware_previews\compact_souvenirs_x4.png","393570","2026-06-29 10:01:02","2AD08CAC857C8FB1CAE6A7C0915273ADD99481625651B03BB70D2AC15F7C384C"
"firmware_previews\compact_sprite_proof_x4.png","393570","2026-06-29 10:01:02","458381F90BBBEE18DBBE42A605464AA457FF0F3D0E60FE1305A9A3CF94514599"
"firmware_previews\compact_toilet_x4.png","393570","2026-06-29 10:01:02","1F57EC1FF64B16E0BB7E89D1E816C8B744122A3C3EB7DC77CD12A6C0B7ED73E9"
"firmware_previews\fixed_menu_icons_proof_x2.png","1306103","2026-06-29 10:01:03","982543A7B2E4C3D1E9E8453487EECB197D06B00935D92FC552339989302EE06C"
"firmware_previews\large_activity_menu_x4.png","1622908","2026-06-29 10:01:02","FFFD09F28BDE5A0DBE58EAC1DA1A3302D932AA15924AC8A92CDF15852E201A3D"
"firmware_previews\large_family_x4.png","1622908","2026-06-29 10:01:02","EF652AFA32E06BBFB0C5C5FC690D9F7ACB13B282070E9F39B1CC2AABD082898B"
"firmware_previews\large_food_menu_x4.png","1622908","2026-06-29 10:01:02","F9EFBC81F70FEA1A8D35B9E20E70EA8AB61432242FFC5CF23F23D1A43B134A3C"
"firmware_previews\large_friends_x4.png","1622908","2026-06-29 10:01:02","E83C503A9757D7C0B91F6C98C811CB52C1B6636A364AE287AF4491B715C2F248"
"firmware_previews\large_game_flag_x4.png","1622908","2026-06-29 10:01:02","CDFEAF42D48F3D542CE2C21FBD6A44988F4BCFBE79DD4C1AB842080429990859"
"firmware_previews\large_game_get_x4.png","1622908","2026-06-29 10:01:02","34F4E5AAD672F7FB8D5AB8DA265D94349CC980267FFC90F326317FDF3DEFEB8D"
"firmware_previews\large_health_x4.png","1622908","2026-06-29 10:01:02","96345C2CFF465B4B94DAB83D0B633CC342EF676F8B53248C6FE90AF2F6DA3B4D"
"firmware_previews\large_home_x4.png","1622908","2026-06-29 10:01:02","565E4597F9B4CFE265FCF57FC8883269B3F4A141576C22F1F3259BA7E226DB36"
"firmware_previews\large_item_x4.png","1622908","2026-06-29 10:01:02","201131B2FF0F3A2B2CD8A0F926FD6812FF898EDBAF7433A722E2FA2D92814C1E"
"firmware_previews\large_lights_x4.png","1622908","2026-06-29 10:01:02","3246604190C57D18C57C34810FD1B8217116EA0AF09DBDB6ED9E9B3D8A83F2B7"
"firmware_previews\large_meal_x4.png","1622908","2026-06-29 10:01:02","88428B3ECEB9E53D2A9989B133F67B124881523A3ACF589B16A7B6FD6AB5A66A"
"firmware_previews\large_medicine_x4.png","1622908","2026-06-29 10:01:02","41C1BF779829A30E9206387A177FE7289C7EEA204C14AE2A00E7A3F734ECE849"
"firmware_previews\large_setup_x4.png","1622908","2026-06-29 10:01:02","A5C286333E4737CBBE0747508C27FCDDC065C7AE04652B8C2CE48120277C3E4D"
"firmware_previews\large_shop_x4.png","1622908","2026-06-29 10:01:02","D45BAF4F7D6701297D90FCCAB92AEB8786F3F6122C4B15705388FE769B7AA0EB"
"firmware_previews\large_souvenirs_x4.png","1622908","2026-06-29 10:01:02","24B568D4FE4BD97A8D39EACA39466BCB996B1183F8CB326E2AEC4397B92D7C24"
"firmware_previews\large_sprite_proof_x4.png","1622908","2026-06-29 10:01:02","6717CFF77A494A0DA2D95C8391D0413AEDF61AE8CA46C0FC4A6AEBA77042A292"
"firmware_previews\large_toilet_x4.png","1622908","2026-06-29 10:01:02","08F45876A321136EAC94B01AECC29A9C182067DDC8604FF0B439C5893450BCA7"
"hardware_acceptance_matrix\hardware_acceptance_matrix.csv","28057","2026-06-29 10:46:37","2B99BB594F97C47426C50289E976737A85889BC4B49563E3B264424B259A1BB0"
"hardware_acceptance_matrix\hardware_acceptance_matrix.json","52590","2026-06-29 10:46:37","C8E4F8D1E0695BB08E34A7957346F215443E275E59875AB3C6518760F5C13704"
"hardware_acceptance_matrix\hardware_acceptance_matrix.md","24018","2026-06-29 10:46:37","400EA7630C8B656581A8D9B7A9C30B8D3AA10A4D9C446A1C506DC2F67A8C2473"
"official_generated\catalog_item_official_alignment_proof.png","163003","2026-06-29 11:23:00","059E32D82F2CAFF15A32C53F9F688FC1A132465A10E847D800D6CE11F76565DC"
"official_generated\catalog_item_official_assets_contact_sheet.png","28969","2026-06-29 11:22:32","CADB4CEDC97DCCB8E5B6D57DD7B7F62D1F96EA90701421EA7E68785833CFBBEA"
"official_generated\catalog_item_official_detected_tiles_contact_sheet.png","22695","2026-06-29 11:22:59","B7A2713305CC2D6DCF824189C95224BCBE65A07A84821356D5B2EC2D38F5343F"
"official_generated\catalog_item_official_pc_gif_frames.png","71858","2026-06-29 11:22:32","AA4ADAC820741EEE242EDD5B4118EE5B2A2D97DABAB1E9CD6055B143AAFDCF85"
"official_generated\catalog_item_official_reference_manifest.json","108325","2026-06-29 11:23:00","34A9061FB348CE00AB59388936DB0F6562B8C102FD7CB6CE89E11B0C41AABCC7"
"official_generated\catalog_item_official_source_overrides_contact_sheet.png","4062","2026-06-21 02:14:17","BE20A099F4919FF5A97A950001F52C15CA66E75E4B07851E6200957FA841626F"
"official_generated\catalog_item_pc_gif_frame0_native_x4.png","24301","2026-06-21 01:41:03","E12ECF0C405FBEF0B9B9F10C952DBFA60DDABB0702B895A5A2499D525351C579"
"official_generated\catalog_item_reference_tiles\00_official_item_bw.png","166","2026-06-29 11:22:58","6FCE460EBBB1D0D117A6EF575815B2FC9E46D44F3A914AD22FEBFCEED6753BDC"
"official_generated\catalog_item_reference_tiles\00_official_item_raw.png","186","2026-06-29 11:22:58","3CB767BF0AC6AFF30FBF356AC65385EBA45E382F8970C0ACA1FD6A4FDBB30375"
"official_generated\catalog_item_reference_tiles\01_official_item_bw.png","147","2026-06-29 11:22:58","0109A198375BF54AA4DC3034701CC50B8D9C0590B4C176A25E5124E9359F86C5"
"official_generated\catalog_item_reference_tiles\01_official_item_raw.png","164","2026-06-29 11:22:58","6BD5DCF6536D7C4DC715CF469B05F41A38D28D78D464AF5550958B0E248EEDA8"
"official_generated\catalog_item_reference_tiles\02_official_item_bw.png","458","2026-06-29 11:22:58","35C941ACE3C72D865FFD4FC6CF6CAD1B066E9F820631752F13AC7535AF1D6766"
"official_generated\catalog_item_reference_tiles\02_official_item_raw.png","506","2026-06-29 11:22:58","B26AD7F7A0345DC6AE7897DD9CF7BAA22B37673EE3D1A2DF11DF4B4829CD7C68"
"official_generated\catalog_item_reference_tiles\03_official_item_bw.png","428","2026-06-29 11:22:58","5671F28E27716AD6A66D78DA81C9108002095FDF06BFB07B654FCC8C40CE83C1"
"official_generated\catalog_item_reference_tiles\03_official_item_raw.png","484","2026-06-29 11:22:58","F1D39EA6C47ABD0266CCF019F675F7798B63AAF11754D4B96583C2EF6F7466EA"
"official_generated\catalog_item_reference_tiles\04_official_item_bw.png","401","2026-06-29 11:22:58","0E7F6A3E1699D117A6274FB989C24C3F417DDEFA23901AFC5E80C8C8F9A7ABD0"
"official_generated\catalog_item_reference_tiles\04_official_item_raw.png","440","2026-06-29 11:22:58","FFD2CBC00A8601D83DEA0829B10979391CBD5099211D66D7225C12DFDFD27273"
"official_generated\catalog_item_reference_tiles\05_official_item_bw.png","396","2026-06-29 11:22:58","53F6F4E61E846A19DC139C88794263167C35687ADED153BC693EF118C28335D7"
"official_generated\catalog_item_reference_tiles\05_official_item_raw.png","413","2026-06-29 11:22:58","B6C0C7C17F52FA43118C30A06457BBFD84C6D8A7825B6A5F0035298344C8EA71"
"official_generated\catalog_item_reference_tiles\06_official_item_bw.png","375","2026-06-29 11:22:58","74B53F581078201337F5F5CA19EB55D1773666C85ABDA532FC8EAF3270A39619"
"official_generated\catalog_item_reference_tiles\06_official_item_raw.png","399","2026-06-29 11:22:58","A7A1104766C1D73434953DDFD694EB95279E875DCEA286D836E5A6ACF0ACDC6C"
"official_generated\catalog_item_reference_tiles\07_official_item_bw.png","394","2026-06-29 11:22:58","A56681877E892A2DF1118E4288B6D4BF97BCAB237A93641B01C3BFB7C0EB134B"
"official_generated\catalog_item_reference_tiles\07_official_item_raw.png","428","2026-06-29 11:22:58","5F4DFD629B2EE03413ED186CC0B4A011A7CFE76C5D9C661E4A26A37F52B2E282"
"official_generated\catalog_item_reference_tiles\08_official_item_bw.png","317","2026-06-29 11:22:59","CE92005F6A55F6820057EA3019E82522C84683A6A3FBDB91395D69C622A2362B"
"official_generated\catalog_item_reference_tiles\08_official_item_raw.png","353","2026-06-29 11:22:59","AEEB687A45538C8D17ADC1CF9C5C9306370A5832BD76322229D48FA63C9BF3B2"
"official_generated\catalog_item_reference_tiles\09_official_item_bw.png","335","2026-06-29 11:22:59","B60AFBE0FD8383DDEB00C392909B7222094E89E2DCA3AD2E416C9E7116796621"
"official_generated\catalog_item_reference_tiles\09_official_item_raw.png","361","2026-06-29 11:22:59","7C87D6AF85AE339C20A3656277D5F3453F8BF4E4F42B548C6E878B85641E8366"
"official_generated\catalog_item_reference_tiles\10_official_item_bw.png","306","2026-06-29 11:22:59","58560ED638586E6CA08E300839EE6DEEAC92D5D6C96FEBF737C8C80EA6CBC8D2"
"official_generated\catalog_item_reference_tiles\10_official_item_raw.png","312","2026-06-29 11:22:59","A1FC43A97B531DC30C7829FAD00F10537D04C22951C6460E6025B3CC4854FBDE"
"official_generated\catalog_item_reference_tiles\11_official_item_bw.png","145","2026-06-29 11:22:59","B9FBE2FC1F6DAF490A3B2293CE170F9A4C68973228830175D551E99BEB28120B"
"official_generated\catalog_item_reference_tiles\11_official_item_raw.png","151","2026-06-29 11:22:59","440909C7FE72CC683964E9ABAA847D2473B15CEFA1DD6F245BAA62C801DE038E"
"official_generated\catalog_item_reference_tiles\12_official_item_bw.png","479","2026-06-29 11:22:59","59B96E2F87E11EACDCCEDC859E8CB6D05D174B662565F18E0C0E0ACE85049984"
"official_generated\catalog_item_reference_tiles\12_official_item_raw.png","521","2026-06-29 11:22:59","9146D28C45334BF6ACD911C679E9E802EB131A790391E99704C84C8AD5ED78D9"
"official_generated\catalog_item_reference_tiles\13_official_item_bw.png","121","2026-06-29 11:22:59","2E6D74D1F78D83DB66630707FBC171EB2FE8A71B72C0BD4D833FE17ECE975A9F"
"official_generated\catalog_item_reference_tiles\13_official_item_raw.png","132","2026-06-29 11:22:59","3D65B090EC8F3A9FD43C72FDB391EEF9D8F0D23CC307099582BFE8616209A496"
"official_generated\catalog_item_reference_tiles\14_official_item_bw.png","386","2026-06-29 11:22:59","563D795224516647CA75EB42A5D7C774076B0D2066BA6A387D29F08E87550E35"
"official_generated\catalog_item_reference_tiles\14_official_item_raw.png","431","2026-06-29 11:22:59","5846EAF50CD80A18DA2BF2A87C8C702490F672761B8664BF323E8AE8A722B398"
"official_generated\catalog_item_reference_tiles\15_official_item_bw.png","360","2026-06-29 11:22:59","1F9E85EB3C086FE3F46B64851A15019C6329CFC344431789CA8427854291BEAF"
"official_generated\catalog_item_reference_tiles\15_official_item_raw.png","393","2026-06-29 11:22:59","DF91770694A418805AF4EDD7CE1C816EC6B158ACB835EF5C40084FB5AC4A6A4B"
"official_generated\catalog_item_reference_tiles\16_official_item_bw.png","129","2026-06-29 11:22:59","EB957EAF804FCC41E7801D3FA629F9852DB4DD458C676AC08A0E0DB63AF05CD1"
"official_generated\catalog_item_reference_tiles\16_official_item_raw.png","139","2026-06-29 11:22:59","C50A400A91C7385DF7EEBDDED89C22F9B9CFFD78617192BB11A6D0DF6E07F8BC"
"official_generated\catalog_item_reference_tiles\17_official_item_bw.png","161","2026-06-29 11:22:59","BFA1C35A779E3FCFADF08AD7E3B0EE94934460783D314A42E2AB70DB6A8920BD"
"official_generated\catalog_item_reference_tiles\17_official_item_raw.png","164","2026-06-29 11:22:59","E7E56B015A9A5416689131C57FB77575F1D9253781F3F0ACA68613C63DF83814"
"official_generated\catalog_item_reference_tiles\18_official_item_bw.png","455","2026-06-29 11:22:59","E0BD3B53D2078DB72FAA98F1327ECA27EE7AB495214219CA3ED61552C1CBE5EE"
"official_generated\catalog_item_reference_tiles\18_official_item_raw.png","491","2026-06-29 11:22:59","58EC89FBB9A9EDF4D2871AC925D24870E75E0CD7F42EA38EB9187BEF950F8D70"
"official_generated\catalog_item_reference_tiles\19_official_item_bw.png","449","2026-06-29 11:22:59","946617BEF58D67FC377189A0E093D1D2F0502665F980CA50DFB2CF3E2ACDAB82"
"official_generated\catalog_item_reference_tiles\19_official_item_raw.png","499","2026-06-29 11:22:59","D6A1596065308C35C5B9A5C96D1A48AD148D32A14B95101CF52DD84EB3F2397A"
"official_generated\catalog_item_reference_tiles\20_official_item_bw.png","424","2026-06-29 11:22:59","6968ED294C22AF86FBA1F54EF47B5F2680DD1526841B80EDD7E9B8DDD9445C84"
"official_generated\catalog_item_reference_tiles\20_official_item_raw.png","451","2026-06-29 11:22:59","2AA8DFDFDEBAB1270FDE1BC7826182882AEFEC3D7170EEEE99864AE46EAACA79"
"official_generated\catalog_item_reference_tiles\21_official_item_bw.png","373","2026-06-29 11:22:59","43C47E329309773E7E182DDD393B57D374E333EA5789454803C3BE299FDE7019"
"official_generated\catalog_item_reference_tiles\21_official_item_raw.png","403","2026-06-29 11:22:59","3B14E677D3E4C8CD0A7FE3F967D5C580712BEC2DB671944A48591BB16840D5ED"
"official_generated\catalog_item_reference_tiles\22_official_item_bw.png","402","2026-06-29 11:22:59","BE10EA904AEC1E2C37313645928B6583B50FAD4557E2E50F30BBAD2ECDC01974"
"official_generated\catalog_item_reference_tiles\22_official_item_raw.png","435","2026-06-29 11:22:59","147BCEED91CC4CFE3651F97316803C507124E8B0337240246BA4D51A895C9EB4"
"official_generated\catalog_item_reference_tiles\23_official_item_bw.png","395","2026-06-29 11:22:59","4190F29D741888326F886C7D14FB05146D92EA5CC48F1EDC8611EF8EC777850F"
"official_generated\catalog_item_reference_tiles\23_official_item_raw.png","417","2026-06-29 11:22:59","5B6A391B28EFCC84C224FA6BA7560CEF3DE0AE0E3441DC20EA490DD18E2CFB2C"
"official_generated\catalog_item_reference_tiles\24_official_item_bw.png","330","2026-06-29 11:22:59","8306A64DAC3F09C31EB76839A49CED9ED69C7DBECE479FF346A1A943CAC0EC61"
"official_generated\catalog_item_reference_tiles\24_official_item_raw.png","365","2026-06-29 11:22:59","FFB64F1B50B362421757368AD43A8C2EB5BFAE55EB7B041E90DB655481545135"
"official_generated\catalog_item_reference_tiles\25_official_item_bw.png","335","2026-06-29 11:22:59","01CE454EBB6FFA3689893A6E13B523B9EDCA9E696BDDEC14373B0E242A002F5F"
"official_generated\catalog_item_reference_tiles\25_official_item_raw.png","364","2026-06-29 11:22:59","15A0EDC050E3E72491AAEDC366337283E4991166B3A8F3114FA610D4F5F505D3"
"official_generated\catalog_item_reference_tiles\26_official_item_bw.png","282","2026-06-29 11:22:59","E4680979CFAD32DF4BC897FA9D5BADA1ED58A0DDFDBF36F98B1E6D7F333B8CD8"
"official_generated\catalog_item_reference_tiles\26_official_item_raw.png","291","2026-06-29 11:22:59","AE2EA9FAE17879D61DF4057A552D1D36B6F2B3A42CB218CBD7A0B762C7E00ACF"
"official_generated\catalog_item_reference_tiles\27_official_item_bw.png","253","2026-06-29 11:22:59","CC4F510AE30BE6495C4BBEBF45940B214A958E71785951628B851B787EAE9947"
"official_generated\catalog_item_reference_tiles\27_official_item_raw.png","280","2026-06-29 11:22:59","DDCA6ABCFECB6CAFA1701857B0F30D9F5068FA37E9B822BD22D6DFE7FBA4D7A7"
"official_generated\catalog_item_reference_tiles\28_official_item_bw.png","148","2026-06-29 11:22:59","0774345C54D2E8C61D94866C14A69A362878C41B1CFFA738C369C23560808A80"
"official_generated\catalog_item_reference_tiles\28_official_item_raw.png","151","2026-06-29 11:22:59","DB04DAC3F9D84FF58CB50849D4655128C55ECA1F2AC6CA01A008E90ED057ECE4"
"official_generated\catalog_item_reference_tiles\29_official_item_bw.png","474","2026-06-29 11:22:59","2693C752C79FCE6DE020FBD4658E311A2E41017426774EAAADE3CB35FCB7EDA1"
"official_generated\catalog_item_reference_tiles\29_official_item_raw.png","519","2026-06-29 11:22:59","BDA64391E6D7FA6C94111B1BAF4F777C65BBB8D16F0B1CB39E75D9B83556005A"
"official_generated\catalog_item_reference_tiles\30_official_item_bw.png","407","2026-06-29 11:22:59","2E0A08BD63DACE4B7C8893A76A250E2087B9B1B14C98CE7DC3D3EB48B0CE9574"
"official_generated\catalog_item_reference_tiles\30_official_item_raw.png","464","2026-06-29 11:22:59","381191BD388FC843CAAE7A1289BC86EF2FA7401CA2BFECA1E510A2387A160EA3"
"official_generated\catalog_item_reference_tiles\31_official_item_bw.png","379","2026-06-29 11:22:59","1D86F78BEC6AB03AC6C73086F1A6265452D9B421BEA7E3B1C1A18FCE486CD2E4"
"official_generated\catalog_item_reference_tiles\31_official_item_raw.png","435","2026-06-29 11:22:59","D18335B0FC23FF437505A1D0CF2A99EE050F3C0F2E12ADC0DCEAAEBFB137090D"
"official_generated\catalog_item_reference_tiles\32_official_item_bw.png","121","2026-06-29 11:22:59","D6C204C78C08E005253EBF28A540EC38D253B87F0B800F632A7689EBB44B9550"
"official_generated\catalog_item_reference_tiles\32_official_item_raw.png","129","2026-06-29 11:22:59","267980539C4E4F83B8E7CB72752337D9715372F4F8712BBCC2092789A51E607B"
"official_generated\catalog_item_reference_tiles\33_official_item_bw.png","359","2026-06-29 11:22:59","8DB2368138F3B5FE9A094A885D0DD0CB1987FDC9C1FB0FC3501CC887B95C83C9"
"official_generated\catalog_item_reference_tiles\33_official_item_raw.png","391","2026-06-29 11:22:59","A0E596857D5C457B216DF3024C60178A3ABF2EDB060BC5AE87AAAE828EC4E5B8"
"official_generated\catalog_item_reference_tiles\34_official_item_bw.png","369","2026-06-29 11:22:59","2A081E387D7A0AD8172E4BB64EC32A7B43DB8121C98840566DEFD1AE6161FDE5"
"official_generated\catalog_item_reference_tiles\34_official_item_raw.png","403","2026-06-29 11:22:59","C3144F7672CBEC555E7582835424C05EC56E2CE60987627558488E4D86897DAA"
"official_generated\catalog_item_reference_tiles\35_official_item_bw.png","432","2026-06-29 11:22:59","FF71CA9419BC4128F31E413608143352F4E9D92AAC2CD04C135F2F0EEAEB1489"
"official_generated\catalog_item_reference_tiles\35_official_item_raw.png","479","2026-06-29 11:22:59","371784EA78DF762F41172171E4F50B8AA8B5AFEE3A6F95A35F64ADC0E0512D1F"
"official_generated\catalog_item_reference_tiles\36_official_item_bw.png","425","2026-06-29 11:22:59","9253AA8AD0191BD7EE8FDF115C2094DC2A7E73763AF558FDE7D55059DC4012A3"
"official_generated\catalog_item_reference_tiles\36_official_item_raw.png","470","2026-06-29 11:22:59","6290923982C4B49AFEE487ABCF367F0235EFFCD4732638F0198693E325505033"
"official_generated\catalog_item_reference_tiles\37_official_item_bw.png","326","2026-06-29 11:22:59","548B21188A4224AF07B13B8873F32DFC38276EAC0A95B9F258108825AF46D716"
"official_generated\catalog_item_reference_tiles\37_official_item_raw.png","354","2026-06-29 11:22:59","B4E0905FC05D893766DA7572DEA35641F86C68C91ADAF0FED900B69328A03596"
"official_generated\catalog_item_reference_tiles\38_official_item_bw.png","370","2026-06-29 11:22:59","FDA57C8072B39D41B09AFF0C988D8419719A3F5FA93F01552C2A2E3D876C7DB1"
"official_generated\catalog_item_reference_tiles\38_official_item_raw.png","408","2026-06-29 11:22:59","250A61A00D7728E188E09E82A6E810EAF8081A8D153614AFED2BF926A525FD28"
"official_generated\catalog_item_reference_tiles\39_official_item_bw.png","481","2026-06-29 11:22:59","74410FCB1BB9B7E1CD164A0BCB4F7AEF82B0E0111F3E80EDE2541370D04A6F82"
"official_generated\catalog_item_reference_tiles\39_official_item_raw.png","518","2026-06-29 11:22:59","553B70DB702B773D8A68A777FA42814F48F482EBE7B58CCDFBC9343F7B9C84E9"
"official_generated\catalog_item_reference_tiles\40_official_item_bw.png","443","2026-06-29 11:22:59","94B3018E7E9B60D098B94D1F954B993697B430D89C8B5265F11E2CD42DEAA09E"
"official_generated\catalog_item_reference_tiles\40_official_item_raw.png","499","2026-06-29 11:22:59","7F7599165727917FEBA50EBE0DA140FDBFA8D8B8230B254C4D692CA005476884"
"official_generated\catalog_item_reference_tiles\41_official_item_bw.png","378","2026-06-29 11:22:59","79082D7405FB8CFD1C51EF82DFC844E609528375BD984075A4DDEA9628794CE6"
"official_generated\catalog_item_reference_tiles\41_official_item_raw.png","423","2026-06-29 11:22:59","41F3E63BE0B4FA3A93D82E55FB9E33F337F9CA99D89CBBB4E9687FCDA3E88EEE"
"official_generated\catalog_item_reference_tiles\42_official_item_bw.png","461","2026-06-29 11:22:59","083B451547A1E82A54364BCB3816BF6C1E5AFF64A35F0E4277E6529F511D3405"
"official_generated\catalog_item_reference_tiles\42_official_item_raw.png","496","2026-06-29 11:22:59","44C4B574D5E9AB78536BC632A6F1AA155F24DC91CE7E72104335D21A275C3AEC"
"official_generated\catalog_item_reference_tiles\43_official_item_bw.png","413","2026-06-29 11:22:59","2A95AF3604175D9FF415892692CC4C09484B633653B6219A0B9A8820F57A58C4"
"official_generated\catalog_item_reference_tiles\43_official_item_raw.png","461","2026-06-29 11:22:59","C6424DF3504F93D13104AF63D0BACA9138B1A62D421B16B2C2CE28BED1EB586F"
"official_generated\catalog_item_reference_tiles\44_official_item_bw.png","396","2026-06-29 11:22:59","CE18FA6A2B19C56533CBF9FA30DD406BC3014546A872066E493B854DE3EF4232"
"official_generated\catalog_item_reference_tiles\44_official_item_raw.png","441","2026-06-29 11:22:59","85B5C7B515DD5331C54FF6FB457CFDEE4D249238C98566827E2489262967E065"
"official_generated\catalog_item_reference_tiles\45_official_item_bw.png","381","2026-06-29 11:22:59","5C21931BF1B37E7443E4B022C32843B74A72DA6BDDD93A696B95C60811322D4F"
"official_generated\catalog_item_reference_tiles\45_official_item_raw.png","405","2026-06-29 11:22:59","4F314644934D9F142658B775405AB8F5F0BAA60FE6D6A1DAE8455A6F1386E218"
"official_generated\catalog_item_reference_tiles\46_official_item_bw.png","326","2026-06-29 11:22:59","E43503A4E539E26D6B3018C524C2D3D500657A3724DFCABA2BA826DDA1E733B1"
"official_generated\catalog_item_reference_tiles\46_official_item_raw.png","358","2026-06-29 11:22:59","A3E5806B787A249289DFEBFB251E1BB259ECE68521C61D4493522C61E4E49C5A"
